success,Organization Name,Acquisition Status,IPO Status,Founded Date,Founded Date Precision,Last Funding Date,Number of Articles,Number of Founders,SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration,SEMrush - Visit Duration Growth,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Global Traffic Rank,SEMrush - Bounce Rate Growth,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,G2 Stack - Total Products Active,Money Raised Currency (in USD),Announced Date,Number of Investors,Seed Lag
0,Clientjoy,,Private,2013-11-26,day,2020-11-09,22.0,4.0,"23,477","17,999",103.04%,953,36.14%,1.49,-11.61%,80.41%,"1,169,189",7.08%,"-580,001",-33.16%,57.0,5.0,34.0,100000.0,2015-10-12,2.0,685
0,Arya.ai,,Private,2013-10-20,day,2015-12-23,7.0,2.0,"16,666","6,659.17",844.78%,271,1078.26%,2.67,101.87%,46.14%,"1,408,339",-41.36%,"-2,816,959",-66.67%,45.0,0.0,16.0,750000.0,2015-12-23,2.0,794
0,Kopykitab.com,,Private,2013-06-15,day,2015-12-01,2.0,2.0,"1,764,509","1,075,770",131.19%,438,12.60%,1.55,-15.51%,65.59%,"46,413",-7.19%,"-40,342",-46.50%,56.0,73.0,24.0,178177.0,2015-12-01,3.0,899
0,Credihealth,,Private,2013-10-10,day,2017-04-17,9.0,3.0,"388,787","499,326.50",-15.13%,384,-10.90%,1.24,-8.53%,88.66%,"146,888",5.02%,"19,265",15.10%,49.0,2.0,18.0,1500000.0,2017-04-17,3.0,1285
0,Fracktal works,,Private,2013-07-26,day,2017-12-12,0,2.0,"2,445","2,061.83",96.23%,61,-48.74%,1.39,-53.57%,60.70%,"3,619,004",21.40%,"-1,117,416",-23.59%,57.0,0.0,17.0,500000.0,2017-12-12,1.0,1600
1,LetsVenture,Was Acquired,Private,2013-09-13,day,2019-07-01,170.0,2.0,"31,922","19,271.83",144.76%,634,26.29%,2.0,-56.60%,72.87%,"963,673",196.58%,"-685,564",-41.57%,69.0,4.0,59.0,650000.0,2014-05-13,4.0,242
0,Scanova,,Private,2013-09-02,day,2015-02-15,0,3.0,"307,701","141,549",199.52%,325,-50.46%,1.8,-0.52%,52.06%,"175,092",-12.59%,"-218,731",-55.54%,63.0,1.0,30.0,33000.0,2015-02-15,1.0,531
1,LabInApp,Was Acquired,Private,2013-09-02,day,2015-06-24,0,4.0,"8,891","6,166.33",905.77%,0,-43.68%,1.0,-51.40%,100%,"1,993,985",73.34%,"-3,397,692",-63.02%,40.0,9.0,10.0,100000.0,2015-06-24,4.0,660
0,TrackSo,,Private,2013-03-31,day,2017-12-26,0,3.0,"2,314","5,845.33",-34.71%,71,-95.79%,1.51,-58.40%,58.30%,"3,679,414",23.57%,"514,026",16.24%,3.0,0.0,0.0,31231.0,2017-12-26,2.0,1731
0,Hir Infotech Data Mining Solution,,Private,2013-11-27,day,2017-11-27,0,2.0,461,"1,594",146.52%,5,-98.84%,1.05,-47.61%,95.23%,"6,473,271",100.03%,"-1,269,804",-16.40%,6.0,0.0,11.0,100000.0,2017-11-27,1.0,1461
0,ParentCircle,,Private,2013-08-01,day,2014-03-28,0,1.0,"244,897","172,777.17",25.14%,839,-11.40%,1.02,-5.02%,99.29%,"207,642",6.64%,"-33,660",-13.95%,56.0,1.0,0.0,1500000.0,2014-03-28,1.0,239
0,Mintbook,,Private,2013-12-30,day,2019-09-12,0,2.0,530,"2,041",-73.39%,0,-96.57%,1.0,-11.35%,100%,"6,303,284",11.41%,"2,405,420",61.71%,5.0,2.0,0.0,704.0,2019-09-12,1.0,2082
1,sumHR,Was Acquired,Private,2013-01-17,day,2018-11-01,3.0,1.0,"15,741","18,557.67",0.58%,843,-7.67%,1.79,57.12%,78.20%,"1,471,625",-11.89%,"13,125",0.90%,13.0,3.0,51.0,500000.0,2018-11-01,5.0,2114
0,SecurityEscape,,Private,2013-09-24,day,2015-05-10,0,2.0,"1,803","24,845.67",-98.55%,0,79.31%,1.0,0%,100%,"4,159,097",0%,"3,820,598",1128.69%,9.0,0.0,18.0,150000.0,2015-05-10,1.0,593
0,Interakt.co,,Private,2013-09-05,day,2018-02-01,1.0,1.0,"1,376","1,449.83",-34.94%,0,-16.67%,1.0,-8.12%,100%,"4,660,640",9.70%,"846,870",22.21%,28.0,0.0,35.0,500000.0,2018-02-01,1.0,1610
0,Corefactors,,Private,2013-02-21,day,2019-02-09,1.0,2.0,"8,430","18,115.83",-48.54%,"1,514",10.92%,1.4,-5.85%,67.63%,"2,052,677",-11.47%,"632,861",44.57%,29.0,2.0,23.0,500000.0,2019-02-09,4.0,2179
0,Focaloid Technologies,,Private,2013-01-10,day,2013-01-30,0,3.0,575,"1,221.67",-37.90%,16,-92.64%,1.29,28.70%,71.30%,"6,252,994",-28.70%,"986,022",18.72%,23.0,4.0,26.0,9365.0,2013-01-30,1.0,20
1,ixigo,Made Acquisitions,Private,2006-06-03,day,2021-10-20,107.0,3.0,"10,918,436","8,831,919.83",26.04%,741,35.47%,1.86,10.17%,71.51%,"10,047",6.68%,"-1,552",-13.38%,78.0,16.0,55.0,500000.0,2008-02-01,1.0,608
1,Logicserve Digital,Made Acquisitions,Private,2006-01-01,year,2022-10-04,2.0,2.0,"136,755","39,959",126.02%,2,-97.50%,1.49,41.24%,51.10%,"322,003",-47.12%,"-262,289",-44.89%,4.0,0.0,18.0,500000.0,2015-06-16,2.0,3453
1,Atyati technologies,Was Acquired,Private,2006-01-01,year,2008-08-01,0,1.0,"3,122","2,983",51.85%,60,-36.17%,2.5,12.90%,45.32%,"3,289,811",15.03%,"-557,065",-14.48%,7.0,0.0,11.0,2500000.0,2008-08-01,1.0,943
0,Tutorials Point,,Private,2006-01-01,day,2006-11-08,0,1.0,"22,311,019","30,383,881.67",-10.44%,941,3.07%,1.6,0.92%,82.83%,"5,222",2.31%,952,22.30%,18.0,35.0,24.0,500000.0,2006-11-08,1.0,311
1,Shipsy,Made Acquisitions,Private,2015-06-12,day,2022-02-22,34.0,3.0,"518,453","218,948.33",121.52%,526,-49.03%,1.7,-6.13%,51.18%,"118,480",53.65%,"-92,476",-43.84%,50.0,3.0,14.0,697982.0,2019-11-15,1.0,1617
1,Cashfree Payments,Made Acquisitions,Private,2015-07-01,month,2021-06-07,105.0,2.0,"18,741,852","18,284,311.33",-13.37%,188,18.99%,1.84,-29.09%,41.36%,"6,181",48.72%,"1,258",25.55%,78.0,2.0,30.0,120000.0,2017-08-21,3.0,782
0,Quickwork,,Private,2015-10-19,day,2023-11-08,2.0,4.0,603,"10,569.50",-82.93%,45,95.65%,1.27,12.32%,72.64%,"6,218,592",-20.96%,"3,050,868",96.31%,66.0,1.0,13.0,2000000.0,2019-07-01,1.0,1351
0,Freshtohome,,Private,2015-08-01,day,2023-02-06,56.0,1.0,"604,828","1,071,551.67",-43.13%,62,-91.47%,1.68,4.61%,61.23%,"105,468",-21.48%,"38,314",57.05%,44.0,2.0,0.0,500000.0,2016-09-01,1.0,397
0,Zolo,,Private,2015-06-03,day,2020-07-07,42.0,4.0,"100,536","649,474.67",-86.88%,465,36.36%,1.57,24.17%,77.41%,"407,124",-1.41%,"320,609",370.58%,65.0,7.0,26.0,500000.0,2016-08-29,1.0,453
0,Pratilipi,,Private,2015-03-12,day,2021-07-14,34.0,6.0,"560,500","804,956.50",-34.71%,981,115.60%,1.86,31.01%,55.81%,"111,702",-31.85%,"32,442",40.93%,22.0,5.0,13.0,925000.0,2016-06-28,1.0,474
1,Milkbasket,"Made Acquisitions, Was Acquired",Private,2015-03-01,day,2020-06-20,49.0,4.0,"16,683","90,989.33",-86.46%,"2,224",714.65%,7.49,622.93%,38.21%,"1,407,586",-61.22%,"1,065,719",311.73%,68.0,2.0,12.0,3000000.0,2018-01-23,1.0,1059
1,UrbanPiper,Made Acquisitions,Private,2015-04-01,day,2022-04-17,19.0,3.0,"105,897","119,826.33",-53.16%,"4,281",-27.40%,3.94,-13.44%,47.10%,"390,432",-4.91%,"173,967",80.37%,85.0,16.0,63.0,459209.0,2018-03-22,2.0,1086
1,CollegeDekho,Made Acquisitions,Private,2015-04-01,month,2022-12-21,23.0,1.0,"1,293,111","4,909,287.50",-34.07%,790,-35.14%,1.44,-18.28%,81.17%,"59,092",7.94%,"17,764",42.98%,35.0,4.0,28.0,2000000.0,2016-04-18,1.0,383
0,SigTuple,,Private,2015-07-24,day,2023-03-01,17.0,4.0,"2,815","4,812.83",-12.11%,25,-44.44%,1.08,-29.43%,92.08%,"3,409,021",95.58%,"136,330",4.17%,6.0,0.0,16.0,500000.0,2016-02-22,3.0,213
0,Rocketium,,Private,2015-04-01,day,2023-08-24,19.0,2.0,"23,209","40,285.67",-81.74%,455,-2.15%,1.47,37.10%,71.28%,"1,176,777",-26.92%,"843,042",252.61%,117.0,6.0,60.0,700000.0,2019-05-27,3.0,1517
0,ftcash,,Private,2015-06-01,month,2019-05-02,5.0,3.0,"271,856","107,127",416.43%,200,-80.56%,1.5,-33.38%,74.80%,"191,792",153.82%,"-455,059",-70.35%,27.0,3.0,10.0,500000.0,2017-06-06,2.0,736
0,Lendbox,,Private,2015-10-05,day,2021-03-07,4.0,4.0,"194,466","91,735.83",-9.93%,488,347.71%,1.1,-5.13%,96.59%,"247,879",10.91%,"23,593",10.52%,45.0,6.0,22.0,847218.0,2018-11-26,1.0,1148
0,ePaylater,,Private,2015-12-15,day,2021-09-20,17.0,5.0,"201,519","68,700.83",74.49%,40,344.44%,1.01,-33.07%,99.41%,"241,008",98.62%,"-117,828",-32.84%,30.0,7.0,28.0,500000.0,2019-01-11,2.0,1123
0,Ugaoo,,Private,2015-12-15,day,2022-06-23,3.0,1.0,"251,012","441,972",-38.48%,431,229.01%,1.79,-14.84%,82.58%,"203,924",59.73%,"64,837",46.62%,4.0,1.0,27.0,447726.0,2016-09-20,1.0,280
0,Wishup.co,,Private,2015-07-03,day,2021-08-16,8.0,2.0,"111,125","181,181.83",-54.48%,336,-54.96%,4.84,46.41%,19.74%,"377,429",-68.92%,"172,767",84.42%,56.0,5.0,30.0,500000.0,2018-08-08,3.0,1132
0,Legistify,,Private,2015-12-16,day,2023-09-25,4.0,2.0,"13,654","3,365.67",495.46%,"2,020",1736.36%,5.05,366.86%,33.71%,"1,601,366",-63.29%,"-2,120,726",-56.98%,10.0,0.0,27.0,500000.0,2018-01-01,1.0,747
1,Zwayam,Was Acquired,Private,2015-05-15,day,2021-11-22,2.0,4.0,"148,262","39,358",1489.26%,109,-77.57%,1.04,-75.51%,99.11%,"304,112",310.05%,"-1,656,142",-84.49%,57.0,2.0,18.0,250000.0,2016-05-03,1.0,354
0,Pariksha,,Private,2015-06-03,day,2021-02-17,72.0,4.0,"2,833","80,382.67",-37.56%,977,14.81%,1.16,-31.72%,84.40%,"3,405,274",-4.58%,"593,939",21.13%,60.0,6.0,9.0,985078.0,2019-07-23,5.0,1511
0,Planys Technologies,,Private,2015-06-11,day,2021-11-16,9.0,5.0,250,"2,120.67",-79.94%,178,1269.23%,3.0,100%,0%,"7,514,376",0%,"2,775,083",58.55%,30.0,0.0,17.0,2208794.0,2018-01-02,3.0,936
0,ExtraaEdge,,Private,2015-12-01,day,2021-03-21,7.0,2.0,"64,845","137,369.17",-57.27%,383,-71.05%,1.5,4.23%,57.71%,"567,128",-24.91%,"275,049",94.17%,134.0,9.0,27.0,125000.0,2017-12-01,1.0,731
1,FITSO,Was Acquired,Private,2015-06-01,day,2020-02-02,8.0,3.0,"3,025","19,544",-60.74%,75,-46.04%,1.47,0.42%,68.10%,"3,329,872",-2.55%,"1,137,800",51.91%,25.0,7.0,36.0,1500000.0,2019-09-09,5.0,1561
1,Doxper,Was Acquired,Private,2015-03-27,day,2019-08-14,5.0,3.0,"6,593","16,200.67",515.02%,215,102.83%,1.4,-27.25%,62.92%,"2,388,410",157.45%,"-2,578,217",-51.91%,49.0,2.0,0.0,1104801.0,2018-03-22,4.0,1091
0,Text Mercato,,Private,2015-01-09,day,2022-06-06,4.0,2.0,"2,887","6,577",208.77%,22,-95.54%,1.33,-39.41%,66.71%,"3,377,520",233.55%,"-1,880,905",-35.77%,26.0,0.0,0.0,370000.0,2019-01-01,5.0,1453
1,Servify,Made Acquisitions,Private,2015-11-01,month,2023-04-26,39.0,1.0,"309,388","203,755.50",187.95%,"2,117",475.27%,5.34,126.40%,51.24%,"174,288",-9.13%,"-207,340",-54.33%,31.0,72.0,21.0,500000.0,2016-04-05,1.0,156
0,Lavelle Networks,,Private,2015-03-01,month,2023-07-12,14.0,3.0,671,"2,723.83",-74.01%,0,0%,1.0,-63.30%,100%,"6,075,804",68.32%,"2,529,100",71.31%,13.0,1.0,24.0,600000.0,2017-03-10,2.0,740
0,Typeset,,Private,2015-08-20,day,2017-09-18,9.0,2.0,"2,532,912","1,692,217.50",20.84%,"1,045",-1.32%,2.14,14.10%,62.26%,"34,584",-8.84%,"-4,551",-11.63%,71.0,0.0,50.0,850000.0,2017-09-18,1.0,760
0,Quicko,,Private,2015-03-19,day,2019-12-30,4.0,1.0,"541,639","1,045,828.50",10.46%,302,37.90%,1.19,-6.80%,89.76%,"114,520",3.96%,"-6,739",-5.56%,79.0,2.0,33.0,300000.0,2019-12-30,1.0,1747
0,Wholesalebox,,Private,2015-09-01,day,2018-08-21,2.0,4.0,"146,010","64,962.17",993.87%,834,177.08%,1.13,-46.16%,95.07%,"307,385",101.04%,"-1,321,731",-81.13%,19.0,7.0,13.0,1400000.0,2016-11-27,3.0,453
0,RedCarpetUp.com,,Private,2015-05-01,month,2019-03-27,1.0,3.0,22,"2,769.50",-98.46%,0,-97.26%,1.0,-36.11%,100%,"8,714,612",129.99%,"4,205,709",93.28%,25.0,5.0,33.0,2500000.0,2017-02-28,1.0,669
0,Kissht,,Private,2015-07-13,day,2022-06-08,34.0,3.0,"659,727","368,078",129.92%,38,-98.05%,1.14,-29.11%,85.59%,"98,754",9.84%,"-82,398",-45.49%,43.0,12.0,18.0,500000.0,2017-01-05,1.0,542
1,DoSelect,Was Acquired,Private,2015-03-01,month,2021-11-22,6.0,3.0,"266,559","149,934.33",63.73%,705,-61.71%,2.33,-40.59%,59.51%,"194,878",4.31%,"-82,516",-29.75%,36.0,0.0,35.0,500000.0,2016-01-22,1.0,327
0,vPhrase,,Private,2015-04-16,day,2019-08-21,3.0,1.0,"2,226","2,103.67",37.32%,46,-68.92%,1.4,-12.92%,59.84%,"3,743,504",-13.92%,"-556,415",-12.94%,84.0,0.0,0.0,500000.0,2016-03-08,3.0,327
0,Apxor,,Private,2015-04-06,day,2020-03-27,0,2.0,"59,214","31,908.17",115.45%,"2,357",-22.62%,7.09,-55.04%,62.68%,"605,774",162.92%,"-455,740",-42.93%,54.0,0.0,25.0,144000.0,2019-06-14,1.0,1530
0,Smartcoin,,Private,2015-11-23,day,2022-02-19,2.0,3.0,"82,705","102,854.17",-31.04%,95,-56.82%,1.81,-28.62%,42.86%,"468,582",52.42%,"119,723",34.32%,11.0,1.0,17.0,1000.0,2018-03-28,1.0,856
0,IndieFolio,,Private,2015-01-31,day,2016-05-03,0,1.0,"8,625","9,164.67",67.96%,354,-41.39%,2.53,19.74%,29.94%,"2,027,892",-52.03%,"-665,301",-24.70%,113.0,0.0,42.0,500000.0,2015-03-15,1.0,43
1,Mr.Milkman,Was Acquired,Private,2015-09-15,day,2016-10-29,8.0,2.0,"1,627","2,476",128.51%,615,640.96%,1.96,-28.35%,86.29%,"4,397,908",61535.71%,"-1,434,219",-24.59%,15.0,0.0,12.0,150000.0,2015-09-15,1.0,0
0,BuildNext,,Private,2015-10-16,day,2022-07-07,43.0,2.0,"22,331","93,021",-73.15%,258,-57.14%,1.07,-36.90%,95.68%,"1,199,472",208.25%,"739,494",160.77%,75.0,1.0,0.0,30000.0,2017-01-01,1.0,443
0,Oizom,,Private,2015-09-01,day,2022-05-17,4.0,3.0,"4,354","4,467.67",163.08%,119,-50.50%,1.15,15.09%,94.97%,"2,919,412",-5.03%,"-1,351,649",-31.65%,82.0,2.0,20.0,500000.0,2019-01-28,1.0,1245
1,TAX2WIN,Was Acquired,Private,2015-02-01,month,2016-07-19,1.0,2.0,"1,324,624","1,128,440.17",177.17%,140,-76.86%,1.14,-28.79%,91.45%,"57,986",2.52%,"-65,625",-53.09%,28.0,0.0,29.0,1000000.0,2016-07-19,1.0,534
0,TAARAKA,,Private,2015-10-07,day,2018-12-25,10.0,1.0,"137,327","39,317.33",193.72%,192,137.04%,1.55,-53.11%,50.16%,"321,015",211.36%,"-383,278",-54.42%,29.0,0.0,16.0,1000000.0,2018-12-25,1.0,1175
0,Matrubharti,,Private,2015-02-11,day,2019-04-01,9.0,2.0,"610,282","430,119.17",42.39%,994,1016.85%,2.4,12.19%,51.59%,"104,768",21.53%,"-29,377",-21.90%,48.0,8.0,19.0,30000.0,2016-06-13,1.0,488
0,Shapecrunch,,Private,2015-05-25,day,2016-04-10,3.0,5.0,236,"2,115.83",-70.86%,0,65.46%,1.0,0%,100%,"7,583,977",0%,"2,092,354",38.10%,21.0,3.0,20.0,150000.0,2016-04-10,1.0,321
0,BuyTestSeries.com,,Private,2015-10-15,day,2018-04-10,2.0,4.0,"44,365","12,971.67",833.41%,338,-43.67%,1.24,-19%,96.26%,"749,617",30.50%,"-2,016,816",-72.90%,4.0,0.0,11.0,154000.0,2018-04-10,1.0,908
0,LexComply,,Private,2015-02-10,day,2016-12-23,0,3.0,"4,379","14,029.67",-92.69%,516,-10.10%,2.19,101.61%,66.11%,"2,911,657",-32.55%,"2,322,042",393.82%,29.0,0.0,15.0,7370.0,2016-12-23,1.0,682
0,Dittoapp,,Private,2015-02-15,day,2017-11-05,1.0,1.0,742,"18,627.17",-96.05%,0,9.19%,1.0,0%,100%,"5,916,509",0%,"4,606,328",351.58%,38.0,3.0,15.0,100000.0,2016-06-27,1.0,498
0,Mutterfly,,Private,2015-09-02,day,2019-01-01,7.0,1.0,"2,512","5,449.17",-51.45%,223,55.94%,2.75,115.38%,73.65%,"3,581,086",1.87%,"893,066",33.22%,87.0,3.0,31.0,500000.0,2019-01-01,1.0,1217
0,Afinoz Digitalizing Finance,,Private,2015-10-15,day,2019-12-13,0,3.0,"2,369","5,180.17",15.22%,0,13200%,1.0,0%,100%,"3,655,285",0%,"-191,246",-4.97%,11.0,3.0,14.0,500000.0,2019-12-13,1.0,1520
0,AutoWiz,,Private,2015-07-01,month,2016-03-10,0,1.0,"5,642","2,174.83",352.81%,"2,172",126.01%,6.02,201.20%,38.53%,"2,555,084",-50%,"-2,187,358",-46.12%,20.0,3.0,15.0,500000.0,2016-03-10,1.0,253
0,Leverage Edu,,Private,2017-04-01,month,2023-07-03,66.0,1.0,"4,374,734","7,010,009.50",-26.25%,476,-62.75%,1.32,9.99%,83.89%,"21,987",-4.22%,"5,726",35.21%,90.0,5.0,22.0,500000.0,2017-11-06,7.0,219
0,Zypp Electric,,Private,2017-08-08,day,2023-02-08,41.0,3.0,"73,180","33,543",97.59%,146,-33.64%,1.15,-41.02%,94.21%,"518,159",484.43%,"-324,893",-38.54%,2.0,4.0,9.0,2000000.0,2019-11-14,3.0,828
0,fleetx.io,,Private,2017-07-01,month,2022-02-22,6.0,5.0,"267,793","190,788.67",65.63%,"1,744",-33.81%,3.19,-30.37%,56.11%,"194,239",-6.69%,"-84,520",-30.32%,48.0,5.0,17.0,750000.0,2019-01-01,1.0,549
0,OkCredit,,Private,2017-04-01,month,2021-08-17,30.0,3.0,"2,922,376","2,421,288.50",-19.85%,439,-40.60%,1.33,-8.92%,80.61%,"30,964",11.68%,"6,312",25.60%,95.0,0.0,9.0,1700000.0,2018-08-22,4.0,508
1,PhableCare,Made Acquisitions,Private,2017-10-10,day,2022-04-11,11.0,3.0,878,"53,969.50",-96.30%,0,-92.86%,1.0,0%,100%,"5,576,489",0%,"4,432,009",387.25%,55.0,3.0,17.0,220000.0,2019-09-01,3.0,691
0,Headfone,,Private,2017-10-01,month,2022-04-19,5.0,2.0,"214,283","408,961.67",116.37%,293,-52.28%,3.6,70.17%,53.98%,"229,587",-15.34%,"-174,646",-43.20%,21.0,0.0,6.0,500000.0,2019-07-09,1.0,646
0,Offee,,Private,2017-07-04,day,2023-11-08,0,1.0,742,"2,740.83",-57.50%,71,-93.49%,2.0,21.76%,0%,"5,915,342",7.32%,"1,680,976",39.70%,18.0,3.0,16.0,71908.0,2019-01-05,1.0,550
1,Shiprocket,Made Acquisitions,Private,2017-01-26,day,2023-10-09,100.0,4.0,"7,221,608","5,575,550",4.55%,"1,246",23.12%,2.24,2.70%,61.70%,"14,356",-5.89%,132,0.93%,102.0,2.0,34.0,250000.0,2013-07-01,2.0,-1305
0,CoinSwitch,,Private,2017-06-14,day,2021-10-06,101.0,3.0,"262,114","247,862.17",51.99%,"1,726",47.40%,1.62,-18.43%,84.97%,"197,387",10.06%,"-68,251",-25.69%,63.0,1.0,10.0,1500000.0,2018-03-24,1.0,283
0,TranZact,,Private,2017-06-01,day,2021-12-16,1.0,3.0,"167,295","118,613.67",0.47%,"3,673",9.90%,5.16,16.75%,56.51%,"276,424",-2.23%,"3,427",1.26%,53.0,4.0,26.0,1000000.0,2017-07-01,1.0,30
0,Wobot Intelligence,,Private,2017-12-29,day,2020-08-04,1.0,3.0,"2,326","4,518",40.63%,"1,831",7.39%,1.05,-0.63%,95.40%,"3,675,900",0.70%,"-595,547",-13.94%,54.0,3.0,28.0,500000.0,2018-04-09,1.0,101
0,Bookingjini,,Private,2017-01-06,day,2021-10-21,5.0,4.0,"94,834","88,307.67",136.97%,678,85.75%,1.35,-2.44%,77.38%,"424,538",8.30%,"-366,383",-46.32%,38.0,6.0,28.0,417884.0,2019-11-12,2.0,1040
0,PerspectAI,,Private,2017-10-01,month,2022-03-28,13.0,6.0,"105,281","24,827.33",618.79%,"2,577",-14.04%,1.81,-51.77%,77.24%,"392,201",146.38%,"-1,163,865",-74.80%,7.0,0.0,15.0,324745.0,2019-10-05,2.0,734
0,Onco.com,,Private,2017-07-05,day,2019-09-26,0,2.0,"7,117","44,187.50",-94.31%,27,-98.37%,1.17,15.71%,83.36%,"2,314,643",-16.31%,"1,976,893",585.31%,60.0,3.0,25.0,1500000.0,2018-04-23,1.0,292
1,GigIndia,Was Acquired,Private,2017-01-05,day,2020-07-10,11.0,2.0,786,"9,983.50",-63.34%,8,-98.36%,1.03,-44.40%,97.20%,"5,790,678",135.47%,"1,989,750",52.35%,16.0,2.0,13.0,500000.0,2017-12-26,1.0,355
0,Yes Madam,,Private,2017-03-01,day,2018-04-04,4.0,2.0,"46,909","87,692.50",-63.62%,"2,109",5043.90%,1.28,-16.59%,81.68%,"719,565",51.06%,"389,348",117.91%,30.0,1.0,19.0,100000.0,2018-04-04,1.0,399
0,Nojoto,,Private,2017-04-06,day,2018-12-01,1.0,4.0,"782,222","1,560,800.33",8.81%,61,-51.97%,1.65,17.31%,53.64%,"86,851",-34.25%,"-3,974",-4.38%,13.0,1.0,27.0,570000.0,2018-12-01,1.0,604
1,Cogno AI,Was Acquired,Private,2017-04-21,day,2017-06-01,2.0,2.0,"1,998","3,888.67",-15.45%,6,-92.41%,1.37,-46.69%,62.86%,"4,007,686",19.21%,"317,798",8.61%,33.0,0.0,13.0,3500.0,2017-06-01,1.0,41
0,Kenyt Technologies Pvt Ltd,,Private,2017-06-10,day,2020-05-14,2.0,2.0,"108,012","102,034",-30.69%,33,-10.81%,1.55,3.33%,49.94%,"384,877",-0.42%,"98,629",34.46%,10.0,2.0,27.0,250000.0,2018-06-22,2.0,377
0,Param.ai,,Private,2017-09-01,month,2019-03-01,1.0,2.0,"546,390","916,744.17",-22.79%,518,-6.50%,1.24,6.65%,83.50%,"113,823",-9.75%,"21,897",23.82%,42.0,1.0,22.0,138000.0,2019-03-01,6.0,546
0,SmartReach.io,,Private,2017-12-04,day,2018-04-09,0,2.0,"9,458","34,633.33",-28.65%,976,258.82%,2.96,58.06%,42.09%,"1,937,989",-28.31%,"304,277",18.62%,107.0,0.0,23.0,70000.0,2018-04-09,1.0,126
0,LotusPay,,Private,2017-06-01,day,2017-12-01,0,1.0,"1,671,819","974,955.33",245.81%,140,-61.11%,1.5,-4.02%,68.70%,"48,333",21.64%,"-74,227",-60.56%,57.0,1.0,26.0,500000.0,2017-12-01,1.0,183
0,Enveu,,Private,2017-05-21,day,2017-10-16,1.0,1.0,"1,181","1,352.17",118000%,120,500%,1.63,-18.58%,37.17%,"4,911,446",3034.80%,"-3,685,060",-42.87%,99.0,0.0,0.0,70000.0,2017-10-16,1.0,148
0,Jiyyo,,Private,2017-10-01,day,2021-03-10,1.0,3.0,"22,319","70,842.83",-88.27%,"5,061",17.34%,3.91,76.88%,69.94%,"1,199,749",-16.16%,"953,428",387.07%,36.0,3.0,0.0,250000.0,2017-10-05,1.0,4
0,SaasAnt,,Private,2017-09-01,day,2018-01-12,1.0,1.0,"101,745","111,216.33",-31.47%,345,-65.50%,2.15,10.29%,48.06%,"403,725",-16.81%,"106,602",35.88%,83.0,0.0,22.0,65000.0,2018-01-12,1.0,133
0,BhaiFi - 360° WiFi Solution,,Private,2017-12-06,day,2018-03-19,0,1.0,"55,253","37,290.67",75.47%,"1,389",5687.50%,2.06,-13.72%,23.64%,"633,902",-9.67%,"-334,961",-34.57%,11.0,0.0,15.0,60000.0,2018-03-19,1.0,103
0,Foaps,,Private,2017-05-16,day,2019-07-03,1.0,2.0,"71,460","17,343.67",1947.56%,74,76.19%,1.01,-14.26%,98.96%,"526,532",20.46%,"-2,652,346",-83.44%,42.0,3.0,0.0,32000.0,2019-07-03,1.0,778
0,IndigoLearn,,Private,2017-03-01,month,2019-01-18,1.0,4.0,"38,669","47,940.50",5.92%,"1,669",11026.67%,2.08,20.96%,71.65%,"835,092",152.38%,"-21,735",-2.54%,50.0,2.0,0.0,150000.0,2018-04-05,2.0,400
0,JobsPikr,,Private,2017-05-24,day,2017-09-29,1.0,2.0,"2,506","1,570",2117.70%,108,96.47%,1.14,13.81%,93.10%,"3,583,420",-6.90%,"-4,607,085",-56.25%,58.0,0.0,28.0,70000.0,2017-09-29,1.0,128
0,CamCom,,Private,2017-09-07,day,2020-02-13,4.0,3.0,662,600.83,-46.91%,301,2910%,2.99,49.60%,0.15%,"6,091,154",-99.70%,"1,355,161",28.61%,34.0,0.0,0.0,500000.0,2019-05-13,1.0,613
0,Headway.ai,,Private,2017-08-16,day,2018-01-24,3.0,2.0,"119,878","233,264.33",-38.86%,929,-38.07%,1.16,-22.45%,87.84%,"355,198",19.95%,"114,196",47.38%,52.0,0.0,14.0,500000.0,2018-01-24,1.0,161
0,Reculta,,Private,2017-06-25,day,2020-11-01,0,4.0,"168,889","95,033.33",33%,"1,521",7.87%,1.78,-0.21%,66.34%,"274,562",0.20%,"-59,409",-17.79%,65.0,1.0,22.0,500000.0,2018-06-07,1.0,347
0,Khatabook,,Private,2018-01-01,year,2021-08-24,49.0,5.0,"2,880,563","2,404,399.67",-32.68%,543,-30.03%,1.19,-2.74%,87.21%,"31,337",1.51%,"9,810",45.57%,12.0,7.0,18.0,1500000.0,2019-04-19,1.0,473
0,Lokal,,Private,2018-01-01,year,2023-04-25,10.0,2.0,"2,110,617","1,783,869",60.78%,802,38.99%,1.23,-23.31%,92.40%,"40,206",12.35%,"-16,780",-29.45%,160.0,1.0,23.0,500000.0,2019-09-25,1.0,632
1,Mobile Premier League,Made Acquisitions,Private,2018-01-01,year,2021-09-15,44.0,3.0,"23,475,958","24,043,719.50",52.70%,703,3.08%,1.32,3.46%,82.19%,"4,928",1.77%,"-1,915",-27.98%,89.0,3.0,17.0,500000.0,2018-05-04,1.0,123
